,id_movie,department,gender,job,name,id
127593,163,Directing,2,Director,Steven Soderbergh,1884
127700,36648,Directing,2,Director,David S. Goyer,3893
127857,15788,Directing,2,Director,Jerry Lewis,3663
127863,33377,Directing,0,Director,Joseph Mealey,110575
127864,33377,Directing,0,Director,Michael Shoob,110576
127865,18973,Directing,2,Director,Frank Tashlin,47399
127868,41253,Directing,2,Director,George Abbott,2004
127869,41253,Directing,2,Director,Stanley Donen,13284
127870,15787,Directing,2,Director,Don McGuire,58093
127874,35188,Directing,2,Director,Frank Tashlin,47399
127877,35189,Directing,2,Director,Jerry Lewis,3663
127880,52122,Directing,2,Director,Jerry Lewis,3663
127883,28333,Directing,2,Director,Jerry Lewis,3663
127886,24062,Directing,2,Director,Jerry Lewis,3663
127893,43670,Directing,0,Director,Reverge Anselmo,66262
127906,58182,Directing,2,Director,Norman Taurog,82800
127912,33740,Directing,2,Director,Jack Haley Jr.,145797
127917,74719,Directing,2,Director,Gene Kelly,13294
127919,77448,Directing,0,Director,Bud Friedgen,252878
127921,77448,Directing,2,Director,Michael J. Sheridan,385451
127925,43752,Directing,2,Director,Richard Murphy,83905
127934,42668,Directing,2,Director,Robert Rossen,14875
127953,25952,Directing,2,Director,Byron Haskin,51000
127969,16248,Directing,0,Director,Simon Wincer,18254
127984,15613,Directing,2,Director,Robert Lieberman,27146
128041,151848,Directing,2,Director,Richard Boleslawski,145968
128053,30719,Directing,0,Director,William Dieterle,49214
128068,28421,Directing,2,Director,Joe May,100593
128070,47657,Directing,2,Director,Stephen Norrington,10808
128075,8424,Directing,0,Director,Yann Samuell,55379
128083,32558,Directing,0,Director,William Dieterle,49214
128089,50085,Directing,2,Director,King Vidor,29962
128094,50034,Directing,2,Director,Robert Altman,9789
128098,42401,Directing,2,Director,David O. Selznick,3248
128105,42401,Directing,2,Director,Edward F. Cline,13953
128106,42401,Directing,2,Director,John Cromwell,31497
128108,42401,Directing,2,Director,Tay Garnett,74878
128116,67962,Directing,1,Director,Toni Kalem,3006
128131,30996,Directing,0,Director,Richard W. Haines,107482
128145,44375,Directing,2,Director,Jacob Tierney,93396
128155,18889,Directing,1,Director,Jehane Noujaim,115892
128156,70368,Directing,2,Director,Cecil B. DeMille,8636
128168,3016,Directing,0,Director,John S. Robertson,29571
128182,2972,Directing,0,Director,Paul Wegener,29123
128183,2972,Directing,2,Director,Carl Boese,29168
128193,71065,Directing,2,Director,Clarence Brown,84034
128194,71065,Directing,2,Director,Maurice Tourneur,98043
128198,42510,Directing,2,Director,Charlie Chaplin,13848
128200,58129,Directing,2,Director,Victor Sjöström,8741
128209,29267,Directing,2,Director,Fritz Lang,68
128225,36841,Directing,0,Director,George Melford,931194
128229,57283,Directing,2,Director,Benjamin Christensen,89674
128247,171432,Directing,0,Director,Burton King,1153824
128255,18987,Directing,2,Director,Wallace Worsley,98019
128262,41348,Directing,0,Director,Fred C. Newmeyer,143385
128264,41348,Directing,2,Director,Sam Taylor,143561
128270,27511,Directing,2,Director,Victor Sjöström,8741
128280,96713,Directing,2,Director,Ernst Lubitsch,2428
128287,992,Directing,2,Director,Buster Keaton,8635
128303,3060,Directing,2,Director,King Vidor,29962
128310,42359,Directing,0,Director,Fred C. Newmeyer,143385
128312,42359,Directing,2,Director,Sam Taylor,143561
128320,1405,Directing,0,Director,Erich von Stroheim,8630
128345,964,Directing,2,Director,Rupert Julian,14473
128358,939,Directing,2,Director,Alan Crosland,14281
128365,697,Directing,2,Director,Sergei M. Eisenstein,9603
128367,697,Directing,2,Director,Grigori Aleksandrov,9607
128383,104433,Directing,2,Director,Alan Crosland,14281
128390,27503,Directing,2,Director,Tod Browning,1496
128397,905,Directing,2,Director,G.W. Pabst,13899
128404,31411,Directing,2,Director,Buster Keaton,8635
128414,31411,Directing,2,Director,Edward Sedgwick,122969
128420,28189,Directing,2,Director,Jean Epstein,100027
128429,3061,Directing,2,Director,King Vidor,29962
128435,27517,Directing,2,Director,Paul Leni,48055
128438,42538,Directing,2,Director,Raoul Walsh,8823
128446,25768,Directing,2,Director,Buster Keaton,8635
128453,25768,Directing,0,Director,Charles Reisner,94180
128460,120833,Directing,2,Director,Rouben Mamoulian,29595
128468,626,Directing,2,Director,Luis Buñuel,793
128479,27899,Directing,2,Director,Mervyn LeRoy,9054
128487,5729,Directing,2,Director,Luis Buñuel,793
128507,42816,Directing,2,Director,King Vidor,29962
128516,13911,Directing,2,Director,Norman Z. McLeod,82389
128519,51394,Directing,2,Director,William A. Wellman,14643
128523,48365,Directing,2,Director,Jean Renoir,11528
128524,3574,Directing,0,Director,Michael Curtiz,4109
128540,91,Directing,2,Director,Luis Buñuel,793
128553,31592,Directing,2,Director,James Whale,2917
128563,43132,Directing,2,Director,Richard Boleslawski,145968
128566,877,Directing,0,Director,Howard Hawks,11435
128579,877,Directing,2,Director,Richard Rosson,226631
128587,875,Directing,2,Director,Josef von Sternberg,2891
128597,28268,Directing,0,Director,Yasujirō Ozu,95501
128611,779,Directing,2,Director,Carl Theodor Dreyer,11572
128629,56724,Directing,0,Director,George Cukor,14674
128645,39130,Directing,0,Director,George Cukor,14674
128657,28046,Directing,0,Director,T. Hayes Hunter,99460
128665,31511,Directing,2,Director,Mervyn LeRoy,9054
128685,3031,Directing,0,Director,Erle C. Kenton,29755
128691,43130,Directing,0,Director,Frank Capra,2662
128701,43595,Directing,0,Director,Lowell Sherman,116186
128703,43149,Directing,2,Director,Ernest B. Schoedsack,3239
128710,43148,Directing,0,Director,Frank R. Strayer,34170
128715,50073,Directing,2,Director,William A. Wellman,14643
128724,43904,Directing,2,Director,Jean Vigo,142865
128740,43693,Directing,2,Director,Sidney Franklin,42060
128745,24106,Directing,0,Director,Edgar G. Ulmer,5030
128774,47921,Directing,2,Director,John M. Stahl,82171
128789,49640,Directing,2,Director,Robert N. Bradbury,88648
128798,46910,Directing,0,Director,John Ford,8500
128808,43689,Directing,2,Director,Ernst Lubitsch,2428
128823,22614,Directing,2,Director,Harold Young,103344
128827,51949,Directing,2,Director,Jean Renoir,11528
128830,43889,Directing,2,Director,James W. Horne,131405
128837,43896,Directing,0,Director,John Ford,8500
128840,28910,Directing,2,Director,Tod Browning,1496
128858,17907,Directing,2,Director,Lew Landers,82491
128867,27970,Directing,2,Director,Stuart Walker,99325
128873,52677,Directing,2,Director,Jean Renoir,11528
128880,14615,Directing,2,Director,Fritz Lang,68
128908,31773,Directing,2,Director,Jack Conway,82413
128915,24807,Directing,0,Director,Frank Capra,2662
128940,17030,Directing,2,Director,Archie Mayo,81165
128946,23389,Directing,0,Director,Victor Halperin,90064
128955,31548,Directing,2,Director,James Whale,2917
128973,54569,Directing,2,Director,William Wyler,10001
128984,38721,Directing,2,Director,Clarence Brown,84034
128998,43874,Directing,0,Director,George Cukor,14674
129011,16515,Directing,0,Director,Victor Fleming,9049
129034,27973,Directing,2,Director,William Wyler,10001
129043,20642,Directing,2,Director,Richard Thorpe,70862
129050,37650,Directing,2,Director,William A. Wellman,14643
129063,43867,Directing,2,Director,John Cromwell,31497
129064,43867,Directing,2,Director,W.S. Van Dyke,32427
129079,43864,Directing,2,Director,Gregory La Cava,74659
129087,23101,Directing,2,Director,Norman Z. McLeod,82389
129099,60562,Directing,2,Director,Mitchell Leisen,108914
129115,46688,Directing,0,Director,Edmund Goulding,34740
129128,16274,Directing,0,Director,George Cukor,14674
129145,99318,Directing,0,Director,H. C. Potter,83399
129149,55207,Directing,2,Director,Thorold Dickinson,253716
129152,31868,Directing,2,Director,Gregory Ratoff,10610
129158,37698,Directing,2,Director,Raoul Walsh,8823
129173,3084,Directing,2,Director,William Wyler,10001
129182,46069,Directing,2,Director,Kenji Mizoguchi,97202
129203,43806,Directing,2,Director,John Cromwell,31497
129223,55604,Directing,2,Director,Jack Conway,82413
129231,26635,Directing,2,Director,Lloyd Bacon,21305
129242,43811,Directing,2,Director,Clarence Brown,84034
129249,17801,Directing,2,Director,William Wyler,10001
129256,26201,Directing,0,Director,Michael Curtiz,4109
129269,29884,Directing,0,Director,Howard Hawks,11435
129291,45978,Directing,2,Director,Kenji Mizoguchi,97202
129308,38914,Directing,2,Director,Alexander Hall,99667
129311,33523,Directing,2,Director,Arthur Lubin,78845
129314,33112,Directing,2,Director,Henry Koster,33064
129319,28789,Directing,2,Director,Edward F. Cline,13953
129326,43799,Directing,2,Director,Ernst Lubitsch,2428
129332,18790,Directing,2,Director,John Huston,6593
129345,37036,Directing,2,Director,Vincent Sherman,19528
129352,43522,Directing,2,Director,Raoul Walsh,8823
129378,36612,Directing,2,Director,Vincent Sherman,19528
129394,97648,Directing,2,Director,Sidney Lanfield,97017
129397,23336,Directing,0,Director,Frank Capra,2662
129407,23336,Directing,2,Director,Anatole Litvak,37361
129411,22387,Directing,2,Director,Mervyn LeRoy,9054
129430,27655,Directing,0,Director,Julien Duvivier,39058
129443,23051,Directing,2,Director,Lloyd Bacon,21305
129447,23051,Directing,2,Director,Byron Haskin,51000
129452,43306,Directing,0,Director,Victor Fleming,9049
129468,18727,Directing,2,Director,Ernst Lubitsch,2428
129488,33049,Directing,2,Director,Alexander Hall,99667
129492,41355,Directing,2,Director,William Wyler,10001
129506,47352,Directing,0,Director,H. C. Potter,83399
129513,43518,Directing,2,Director,George Sidney,21506
129519,41391,Directing,2,Director,Carl Theodor Dreyer,11572
129544,21622,Directing,2,Director,Charles Vidor,32134
129570,28436,Directing,2,Director,Robert Wise,1744
129576,28436,Directing,0,Director,Gunther von Fritsch,33414
129577,22638,Directing,2,Director,Laurence Olivier,3359
129587,51144,Directing,0,Director,Alf Sjöberg,48566
129598,35006,Directing,2,Director,Jean Negulesco,19606
129602,21451,Directing,2,Director,Fritz Lang,68
129617,42879,Directing,2,Director,Preston Sturges,30249
129639,43307,Directing,2,Director,Vincent Sherman,19528
129649,50066,Directing,2,Director,Tay Garnett,74878
129653,18229,Directing,0,Director,Michael Curtiz,4109
129669,52440,Directing,2,Director,Clarence Brown,84034
129675,17136,Directing,2,Director,Fritz Lang,68
129697,43494,Directing,2,Director,John Cromwell,31497
129702,30348,Directing,2,Director,Mark Robson,19457
129707,9797,Directing,2,Director,Sergei M. Eisenstein,9603
129721,45219,Directing,2,Director,Jean Renoir,11528
129728,18771,Directing,0,Director,John Ford,8500
129731,30177,Directing,2,Director,Elia Kazan,2746
129740,41020,Directing,2,Director,Robert Florey,29808
129751,16090,Directing,2,Director,George Marshall,19093
129759,44041,Directing,2,Director,Robert Siodmak,5029
129776,25502,Directing,2,Director,Irving Rapper,93904
129779,14320,Directing,2,Director,David Lean,12238
129812,26701,Directing,2,Director,Jean Negulesco,19606
129815,43469,Directing,2,Director,Vittorio De Sica,12329
129828,20246,Directing,2,Director,Orson Welles,40
129841,82101,Directing,2,Director,Dudley Nichols,13802
129856,19169,Directing,0,Director,Edmund Goulding,34740
129861,43461,Directing,2,Director,Carol Reed,15378
129879,31980,Directing,2,Director,Norman Z. McLeod,82389
129886,27448,Directing,2,Director,Peter Godfrey,29625
129895,29244,Directing,0,Director,John Ford,8500
129924,83838,Directing,0,Director,Robert Z. Leonard,93906
129927,43452,Directing,2,Director,Roy Del Ruth,94218
129941,29380,Directing,0,Director,Charles Walters,69392
129945,37347,Directing,0,Director,John Ford,8500
129971,3766,Directing,2,Director,Orson Welles,40
130019,946,Directing,0,Director,Max Ophüls,14353
130023,70447,Directing,0,Director,Robert J. Flaherty,10092
130027,20482,Directing,0,Director,Jules Dassin,14227
130037,35032,Directing,2,Director,Vincente Minnelli,13980
130040,44190,Directing,0,Director,Nicholas Ray,2765
130056,41609,Directing,2,Director,George Sidney,21506
130070,33115,Directing,2,Director,Preston Sturges,30249
130083,20638,Directing,2,Director,William A. Wellman,14643
130100,29885,Directing,0,Director,Charles Walters,69392
130103,25698,Directing,2,Director,Buster Keaton,8635
130114,25698,Directing,0,Director,Robert Z. Leonard,93906
130119,45578,Directing,2,Director,Joseph L. Mankiewicz,10601
130126,4558,Directing,2,Director,Jean Cocteau,9730
130138,43439,Directing,2,Director,Fred M. Wilcox,12300
130143,61828,Directing,2,Director,David Butler,76381
130146,25209,Directing,2,Director,George Sidney,21506
130150,15390,Directing,2,Director,Jean-Pierre Melville,3831
130179,17409,Directing,2,Director,Henry King,37362
130196,43388,Directing,0,Director,Andrew Marton,57142
130198,43388,Directing,2,Director,Compton Bennett,142297
130200,800,Directing,2,Director,Luis Buñuel,793
130227,32690,Directing,2,Director,Akira Kurosawa,5026
130236,43390,Directing,0,Director,Charles Walters,69392
130242,41464,Directing,2,Director,Roberto Rossellini,4410
130255,43961,Directing,2,Director,Richard Thorpe,70862
130261,43358,Directing,2,Director,William Wyler,10001
130273,24003,Directing,2,Director,Fritz Lang,68
130299,28431,Directing,2,Director,Richard Thorpe,70862
130304,43364,Directing,2,Director,Kenji Mizoguchi,97202
130316,30801,Directing,2,Director,Frank Tashlin,47399
130326,3023,Directing,2,Director,Charles Lamont,29627
130339,43348,Directing,2,Director,Raoul Walsh,8823
130346,43349,Directing,0,Director,Teinosuke Kinugasa,213471
130360,99898,Directing,2,Director,Elia Kazan,2746
130364,24381,Directing,2,Director,Charles Crichton,8929
130373,11402,Directing,2,Director,Frank Launder,14293
130380,35861,Directing,2,Director,Kenji Mizoguchi,97202
130393,45213,Directing,2,Director,Jean Renoir,11528
130405,20127,Directing,0,Director,George Cukor,14674
130417,24518,Directing,2,Director,Vincente Minnelli,13980
130432,13457,Directing,2,Director,Douglas Sirk,46712
130442,23620,Directing,2,Director,Herbert J. Biberman,90370
130450,31372,Directing,2,Director,Hiroshi Inagaki,108012
130459,3111,Directing,0,Director,George Cukor,14674
130469,41503,Directing,2,Director,Jean Negulesco,19606
130472,28696,Directing,2,Director,László Benedek,89981
130482,94123,Directing,2,Director,Vincente Minnelli,13980
130489,17640,Directing,2,Director,Stanley Donen,13284
130490,17640,Directing,2,Director,Gene Kelly,13294
130493,44026,Directing,2,Director,Orson Welles,40
130501,803,Directing,2,Director,Alain Resnais,11983
130510,31374,Directing,2,Director,Hiroshi Inagaki,108012
130520,25893,Directing,2,Director,Melville Shavelson,16745
130525,36439,Directing,0,Director,Edvin Laine,150977
130529,46007,Directing,2,Director,Robert Lewis,134430
130532,33319,Directing,2,Director,Kon Ichikawa,97205
130546,28100,Directing,2,Director,Henry King,37362
130556,31378,Directing,2,Director,Hiroshi Inagaki,108012
130562,19742,Directing,0,Director,Ishirô Honda,18598
130572,44134,Directing,2,Director,Charles Frend,27920
130574,22334,Directing,2,Director,Michael Anderson,20412
130580,29347,Directing,0,Director,Arthur Crabtree,103589
130605,15697,Directing,2,Director,Richard Thorpe,70862
130609,43234,Directing,2,Director,Joseph Pevney,15705
130618,18776,Directing,0,Director,Billy Wilder,3146
130626,29071,Directing,2,Director,Roger Corman,102429
130641,54541,Directing,2,Director,Hall Bartlett,543946
130652,44559,Directing,2,Director,Lewis Gilbert,10076
130662,30637,Directing,2,Director,Robert Day,40599
130675,76754,Directing,0,Director,Yasuzô Masumura,81273
130686,56156,Directing,0,Director,John Ford,8500
130695,43119,Directing,2,Director,Roger Corman,102429
130700,43137,Directing,2,Director,George Seaton,24939
130709,69977,Directing,2,Director,Joseph Pevney,15705
130713,42661,Directing,0,Director,Richard Fleischer,2087
130722,43051,Directing,2,Director,Richard Wilson,96159
